,date,location,climat
56849,2012-09-10,Pearce RAAF,mediterraneen
56856,2012-09-17,Pearce RAAF,mediterraneen
56857,2012-09-19,Pearce RAAF,mediterraneen
56863,2012-10-02,Pearce RAAF,mediterraneen
56871,2012-10-14,Pearce RAAF,mediterraneen
56899,2012-11-24,Pearce RAAF,mediterraneen
56901,2012-11-27,Pearce RAAF,mediterraneen
56955,2013-04-17,Pearce RAAF,mediterraneen
56965,2013-05-01,Pearce RAAF,mediterraneen
56966,2013-05-07,Pearce RAAF,mediterraneen
56974,2013-05-27,Pearce RAAF,mediterraneen
56975,2013-05-29,Pearce RAAF,mediterraneen
56987,2013-06-24,Pearce RAAF,mediterraneen
56994,2013-07-02,Pearce RAAF,mediterraneen
57007,2013-07-25,Pearce RAAF,mediterraneen
57008,2013-07-30,Pearce RAAF,mediterraneen
57009,2013-08-13,Pearce RAAF,mediterraneen
57016,2013-08-25,Pearce RAAF,mediterraneen
57017,2013-08-27,Pearce RAAF,mediterraneen
57018,2013-08-29,Pearce RAAF,mediterraneen
57023,2013-09-18,Pearce RAAF,mediterraneen
57025,2013-09-24,Pearce RAAF,mediterraneen
57029,2013-09-29,Pearce RAAF,mediterraneen
57067,2013-11-21,Pearce RAAF,mediterraneen
57072,2013-11-29,Pearce RAAF,mediterraneen
57207,2014-05-06,Pearce RAAF,mediterraneen
57211,2014-05-19,Pearce RAAF,mediterraneen
57212,2014-05-20,Pearce RAAF,mediterraneen
57221,2014-06-09,Pearce RAAF,mediterraneen
57228,2014-06-19,Pearce RAAF,mediterraneen
57235,2014-07-01,Pearce RAAF,mediterraneen
57246,2014-08-06,Pearce RAAF,mediterraneen
57253,2014-08-20,Pearce RAAF,mediterraneen
57278,2014-10-08,Pearce RAAF,mediterraneen
57300,2014-11-06,Pearce RAAF,mediterraneen
57319,2014-11-26,Pearce RAAF,mediterraneen
57362,2015-02-01,Pearce RAAF,mediterraneen
57399,2015-03-17,Pearce RAAF,mediterraneen
57406,2015-03-26,Pearce RAAF,mediterraneen
57416,2015-04-11,Pearce RAAF,mediterraneen
57436,2015-05-03,Pearce RAAF,mediterraneen
57457,2015-06-01,Pearce RAAF,mediterraneen
57461,2015-06-06,Pearce RAAF,mediterraneen
57471,2015-06-17,Pearce RAAF,mediterraneen
57480,2015-07-01,Pearce RAAF,mediterraneen
57481,2015-07-02,Pearce RAAF,mediterraneen
57483,2015-07-05,Pearce RAAF,mediterraneen
57484,2015-07-06,Pearce RAAF,mediterraneen
57491,2015-07-17,Pearce RAAF,mediterraneen
57492,2015-07-19,Pearce RAAF,mediterraneen
57496,2015-07-27,Pearce RAAF,mediterraneen
57497,2015-07-30,Pearce RAAF,mediterraneen
57503,2015-08-06,Pearce RAAF,mediterraneen
57505,2015-08-10,Pearce RAAF,mediterraneen
57514,2015-08-28,Pearce RAAF,mediterraneen
57515,2015-08-31,Pearce RAAF,mediterraneen
57518,2015-09-04,Pearce RAAF,mediterraneen
57539,2015-10-04,Pearce RAAF,mediterraneen
57548,2015-10-14,Pearce RAAF,mediterraneen
57551,2015-10-18,Pearce RAAF,mediterraneen
57562,2015-10-30,Pearce RAAF,mediterraneen
57563,2015-11-01,Pearce RAAF,mediterraneen
57593,2015-12-04,Pearce RAAF,mediterraneen
57630,2016-01-19,Pearce RAAF,mediterraneen
57634,2016-01-24,Pearce RAAF,mediterraneen
57683,2016-03-25,Pearce RAAF,mediterraneen
57695,2016-04-09,Pearce RAAF,mediterraneen
57701,2016-04-17,Pearce RAAF,mediterraneen
57714,2016-05-06,Pearce RAAF,mediterraneen
57719,2016-05-13,Pearce RAAF,mediterraneen
57720,2016-05-15,Pearce RAAF,mediterraneen
57723,2016-05-20,Pearce RAAF,mediterraneen
57724,2016-05-23,Pearce RAAF,mediterraneen
57725,2016-05-25,Pearce RAAF,mediterraneen
57726,2016-05-27,Pearce RAAF,mediterraneen
57732,2016-06-03,Pearce RAAF,mediterraneen
57737,2016-06-10,Pearce RAAF,mediterraneen
57745,2016-06-22,Pearce RAAF,mediterraneen
57746,2016-06-24,Pearce RAAF,mediterraneen
57747,2016-06-25,Pearce RAAF,mediterraneen
57757,2016-07-07,Pearce RAAF,mediterraneen
57764,2016-07-20,Pearce RAAF,mediterraneen
57770,2016-07-30,Pearce RAAF,mediterraneen
57772,2016-08-03,Pearce RAAF,mediterraneen
57776,2016-08-11,Pearce RAAF,mediterraneen
57780,2016-08-19,Pearce RAAF,mediterraneen
57785,2016-08-26,Pearce RAAF,mediterraneen
57787,2016-08-30,Pearce RAAF,mediterraneen
57792,2016-09-06,Pearce RAAF,mediterraneen
57793,2016-09-09,Pearce RAAF,mediterraneen
57798,2016-09-18,Pearce RAAF,mediterraneen
57802,2016-09-24,Pearce RAAF,mediterraneen
57803,2016-09-26,Pearce RAAF,mediterraneen
57806,2016-09-30,Pearce RAAF,mediterraneen
57807,2016-10-03,Pearce RAAF,mediterraneen
57810,2016-10-07,Pearce RAAF,mediterraneen
57813,2016-10-14,Pearce RAAF,mediterraneen
57817,2016-10-19,Pearce RAAF,mediterraneen
57826,2016-10-29,Pearce RAAF,mediterraneen
57865,2016-12-11,Pearce RAAF,mediterraneen
57912,2017-02-08,Pearce RAAF,mediterraneen
57913,2017-02-13,Pearce RAAF,mediterraneen
57929,2017-03-01,Pearce RAAF,mediterraneen
57939,2017-03-12,Pearce RAAF,mediterraneen
57994,2017-05-14,Pearce RAAF,mediterraneen
57997,2017-05-18,Pearce RAAF,mediterraneen
57998,2017-05-19,Pearce RAAF,mediterraneen
58000,2017-05-25,Pearce RAAF,mediterraneen
58016,2017-06-13,Pearce RAAF,mediterraneen
58040,2009-01-18,Perth Airport,mediterraneen
58071,2009-02-25,Perth Airport,mediterraneen
58091,2009-03-20,Perth Airport,mediterraneen
58093,2009-03-23,Perth Airport,mediterraneen
58112,2009-04-13,Perth Airport,mediterraneen
58148,2009-05-20,Perth Airport,mediterraneen
58157,2009-06-01,Perth Airport,mediterraneen
58158,2009-06-03,Perth Airport,mediterraneen
58164,2009-06-10,Perth Airport,mediterraneen
58170,2009-06-18,Perth Airport,mediterraneen
58177,2009-07-05,Perth Airport,mediterraneen
58182,2009-07-15,Perth Airport,mediterraneen
58185,2009-07-24,Perth Airport,mediterraneen
58196,2009-08-05,Perth Airport,mediterraneen
58198,2009-08-08,Perth Airport,mediterraneen
58209,2009-08-31,Perth Airport,mediterraneen
58210,2009-09-01,Perth Airport,mediterraneen
58212,2009-09-04,Perth Airport,mediterraneen
58213,2009-09-07,Perth Airport,mediterraneen
58216,2009-09-14,Perth Airport,mediterraneen
58224,2009-09-27,Perth Airport,mediterraneen
58225,2009-09-29,Perth Airport,mediterraneen
58235,2009-10-10,Perth Airport,mediterraneen
58248,2009-10-26,Perth Airport,mediterraneen
58264,2009-11-12,Perth Airport,mediterraneen
58269,2009-11-17,Perth Airport,mediterraneen
58376,2010-03-22,Perth Airport,mediterraneen
58396,2010-04-12,Perth Airport,mediterraneen
58421,2010-05-12,Perth Airport,mediterraneen
58429,2010-05-21,Perth Airport,mediterraneen
58432,2010-05-26,Perth Airport,mediterraneen
58445,2010-06-13,Perth Airport,mediterraneen
58450,2010-06-22,Perth Airport,mediterraneen
58464,2010-07-08,Perth Airport,mediterraneen
58465,2010-07-09,Perth Airport,mediterraneen
58466,2010-07-10,Perth Airport,mediterraneen
58481,2010-07-26,Perth Airport,mediterraneen
58484,2010-07-29,Perth Airport,mediterraneen
58498,2010-08-17,Perth Airport,mediterraneen
58501,2010-08-21,Perth Airport,mediterraneen
58512,2010-09-03,Perth Airport,mediterraneen
58516,2010-09-11,Perth Airport,mediterraneen
58541,2010-10-09,Perth Airport,mediterraneen
58551,2010-10-20,Perth Airport,mediterraneen
58557,2010-10-27,Perth Airport,mediterraneen
58567,2010-11-10,Perth Airport,mediterraneen
58585,2010-12-05,Perth Airport,mediterraneen
58599,2010-12-19,Perth Airport,mediterraneen
58610,2011-01-04,Perth Airport,mediterraneen
58633,2011-01-29,Perth Airport,mediterraneen
58694,2011-05-17,Perth Airport,mediterraneen
58695,2011-05-19,Perth Airport,mediterraneen
58702,2011-05-29,Perth Airport,mediterraneen
58713,2011-06-13,Perth Airport,mediterraneen
58715,2011-06-18,Perth Airport,mediterraneen
58719,2011-06-23,Perth Airport,mediterraneen
58722,2011-06-27,Perth Airport,mediterraneen
58729,2011-07-10,Perth Airport,mediterraneen
58731,2011-07-14,Perth Airport,mediterraneen
58741,2011-08-06,Perth Airport,mediterraneen
58743,2011-08-08,Perth Airport,mediterraneen
58752,2011-08-23,Perth Airport,mediterraneen
58758,2011-08-30,Perth Airport,mediterraneen
58760,2011-09-01,Perth Airport,mediterraneen
58772,2011-09-20,Perth Airport,mediterraneen
58775,2011-09-25,Perth Airport,mediterraneen
58794,2011-10-17,Perth Airport,mediterraneen
58798,2011-10-22,Perth Airport,mediterraneen
58799,2011-10-24,Perth Airport,mediterraneen
58805,2011-11-02,Perth Airport,mediterraneen
58806,2011-11-03,Perth Airport,mediterraneen
58817,2011-11-17,Perth Airport,mediterraneen
58826,2011-11-28,Perth Airport,mediterraneen
58831,2011-12-05,Perth Airport,mediterraneen
58835,2011-12-12,Perth Airport,mediterraneen
58870,2012-01-19,Perth Airport,mediterraneen
58876,2012-02-01,Perth Airport,mediterraneen
58930,2012-04-02,Perth Airport,mediterraneen
58931,2012-04-04,Perth Airport,mediterraneen
58948,2012-04-28,Perth Airport,mediterraneen
58951,2012-05-03,Perth Airport,mediterraneen
58974,2012-05-31,Perth Airport,mediterraneen
58980,2012-06-09,Perth Airport,mediterraneen
58983,2012-06-18,Perth Airport,mediterraneen
58988,2012-06-26,Perth Airport,mediterraneen
58989,2012-06-28,Perth Airport,mediterraneen
58997,2012-07-06,Perth Airport,mediterraneen
58999,2012-07-09,Perth Airport,mediterraneen
59003,2012-07-16,Perth Airport,mediterraneen
59015,2012-07-30,Perth Airport,mediterraneen
59022,2012-08-14,Perth Airport,mediterraneen
59026,2012-08-20,Perth Airport,mediterraneen
59031,2012-08-27,Perth Airport,mediterraneen
59034,2012-08-31,Perth Airport,mediterraneen
59046,2012-09-17,Perth Airport,mediterraneen
59047,2012-09-19,Perth Airport,mediterraneen
59049,2012-09-24,Perth Airport,mediterraneen
59052,2012-10-02,Perth Airport,mediterraneen
59053,2012-10-03,Perth Airport,mediterraneen
59057,2012-10-07,Perth Airport,mediterraneen
59062,2012-10-13,Perth Airport,mediterraneen
59069,2012-10-21,Perth Airport,mediterraneen
59096,2012-11-24,Perth Airport,mediterraneen
59098,2012-11-27,Perth Airport,mediterraneen
59105,2013-01-06,Perth Airport,mediterraneen
59114,2013-01-16,Perth Airport,mediterraneen
59133,2013-03-04,Perth Airport,mediterraneen
59139,2013-03-10,Perth Airport,mediterraneen
59151,2013-03-25,Perth Airport,mediterraneen
59168,2013-04-12,Perth Airport,mediterraneen
59177,2013-04-21,Perth Airport,mediterraneen
59185,2013-05-01,Perth Airport,mediterraneen
59189,2013-05-07,Perth Airport,mediterraneen
59194,2013-05-16,Perth Airport,mediterraneen
59196,2013-05-19,Perth Airport,mediterraneen
59202,2013-05-27,Perth Airport,mediterraneen
59228,2013-07-02,Perth Airport,mediterraneen
59234,2013-07-09,Perth Airport,mediterraneen
59242,2013-07-23,Perth Airport,mediterraneen
59244,2013-07-30,Perth Airport,mediterraneen
59248,2013-08-04,Perth Airport,mediterraneen
59250,2013-08-13,Perth Airport,mediterraneen
59256,2013-08-25,Perth Airport,mediterraneen
59258,2013-08-29,Perth Airport,mediterraneen
59263,2013-09-06,Perth Airport,mediterraneen
59265,2013-09-10,Perth Airport,mediterraneen
59269,2013-09-21,Perth Airport,mediterraneen
59271,2013-09-26,Perth Airport,mediterraneen
59281,2013-10-08,Perth Airport,mediterraneen
59283,2013-10-11,Perth Airport,mediterraneen
59287,2013-10-15,Perth Airport,mediterraneen
59291,2013-10-19,Perth Airport,mediterraneen
59326,2013-11-29,Perth Airport,mediterraneen
59436,2014-03-29,Perth Airport,mediterraneen
59469,2014-05-04,Perth Airport,mediterraneen
59471,2014-05-06,Perth Airport,mediterraneen
59472,2014-05-12,Perth Airport,mediterraneen
59477,2014-05-18,Perth Airport,mediterraneen
59480,2014-05-25,Perth Airport,mediterraneen
59481,2014-05-27,Perth Airport,mediterraneen
59484,2014-05-31,Perth Airport,mediterraneen
59485,2014-06-01,Perth Airport,mediterraneen
59493,2014-06-09,Perth Airport,mediterraneen
59500,2014-06-21,Perth Airport,mediterraneen
59504,2014-06-26,Perth Airport,mediterraneen
59508,2014-07-01,Perth Airport,mediterraneen
59514,2014-07-13,Perth Airport,mediterraneen
59518,2014-07-19,Perth Airport,mediterraneen
59520,2014-07-25,Perth Airport,mediterraneen
59537,2014-08-17,Perth Airport,mediterraneen
59538,2014-08-20,Perth Airport,mediterraneen
59551,2014-09-05,Perth Airport,mediterraneen
59566,2014-09-26,Perth Airport,mediterraneen
59571,2014-10-04,Perth Airport,mediterraneen
59573,2014-10-08,Perth Airport,mediterraneen
59581,2014-10-17,Perth Airport,mediterraneen
59582,2014-10-18,Perth Airport,mediterraneen
59584,2014-10-22,Perth Airport,mediterraneen
59598,2014-11-06,Perth Airport,mediterraneen
59611,2014-11-20,Perth Airport,mediterraneen
59676,2015-02-01,Perth Airport,mediterraneen
59713,2015-03-17,Perth Airport,mediterraneen
59721,2015-03-26,Perth Airport,mediterraneen
59731,2015-04-06,Perth Airport,mediterraneen
59732,2015-04-11,Perth Airport,mediterraneen
59753,2015-05-03,Perth Airport,mediterraneen
59775,2015-06-01,Perth Airport,mediterraneen
59789,2015-06-17,Perth Airport,mediterraneen
59798,2015-07-01,Perth Airport,mediterraneen
59799,2015-07-04,Perth Airport,mediterraneen
59809,2015-07-19,Perth Airport,mediterraneen
59820,2015-08-06,Perth Airport,mediterraneen
59821,2015-08-07,Perth Airport,mediterraneen
59825,2015-08-16,Perth Airport,mediterraneen
59860,2015-10-04,Perth Airport,mediterraneen
59870,2015-10-14,Perth Airport,mediterraneen
59883,2015-10-27,Perth Airport,mediterraneen
59885,2015-10-30,Perth Airport,mediterraneen
59886,2015-11-01,Perth Airport,mediterraneen
59890,2015-11-06,Perth Airport,mediterraneen
59914,2015-12-04,Perth Airport,mediterraneen
59951,2016-01-19,Perth Airport,mediterraneen
59954,2016-01-23,Perth Airport,mediterraneen
59955,2016-01-24,Perth Airport,mediterraneen
59999,2016-03-19,Perth Airport,mediterraneen
60004,2016-03-25,Perth Airport,mediterraneen
60017,2016-04-09,Perth Airport,mediterraneen
60023,2016-04-17,Perth Airport,mediterraneen
60024,2016-04-18,Perth Airport,mediterraneen
60029,2016-04-24,Perth Airport,mediterraneen
60030,2016-04-28,Perth Airport,mediterraneen
60031,2016-04-29,Perth Airport,mediterraneen
60037,2016-05-06,Perth Airport,mediterraneen
60043,2016-05-13,Perth Airport,mediterraneen
60044,2016-05-15,Perth Airport,mediterraneen
60046,2016-05-17,Perth Airport,mediterraneen
60047,2016-05-20,Perth Airport,mediterraneen
60048,2016-05-27,Perth Airport,mediterraneen
60054,2016-06-03,Perth Airport,mediterraneen
60060,2016-06-12,Perth Airport,mediterraneen
60067,2016-06-22,Perth Airport,mediterraneen
60068,2016-06-24,Perth Airport,mediterraneen
60085,2016-07-20,Perth Airport,mediterraneen
60086,2016-07-23,Perth Airport,mediterraneen
60092,2016-07-30,Perth Airport,mediterraneen
60095,2016-08-03,Perth Airport,mediterraneen
60096,2016-08-06,Perth Airport,mediterraneen
60097,2016-08-11,Perth Airport,mediterraneen
60100,2016-08-15,Perth Airport,mediterraneen
60101,2016-08-19,Perth Airport,mediterraneen
60102,2016-08-21,Perth Airport,mediterraneen
60106,2016-08-26,Perth Airport,mediterraneen
60108,2016-08-30,Perth Airport,mediterraneen
60112,2016-09-06,Perth Airport,mediterraneen
60113,2016-09-09,Perth Airport,mediterraneen
60118,2016-09-15,Perth Airport,mediterraneen
60122,2016-09-22,Perth Airport,mediterraneen
60123,2016-09-24,Perth Airport,mediterraneen
60124,2016-09-26,Perth Airport,mediterraneen
60126,2016-09-30,Perth Airport,mediterraneen
60127,2016-10-03,Perth Airport,mediterraneen
60130,2016-10-07,Perth Airport,mediterraneen
60135,2016-10-14,Perth Airport,mediterraneen
60139,2016-10-19,Perth Airport,mediterraneen
60148,2016-10-29,Perth Airport,mediterraneen
60164,2016-11-16,Perth Airport,mediterraneen
60186,2016-12-11,Perth Airport,mediterraneen
60230,2017-01-29,Perth Airport,mediterraneen
60238,2017-02-08,Perth Airport,mediterraneen
60239,2017-02-09,Perth Airport,mediterraneen
60255,2017-03-01,Perth Airport,mediterraneen
60264,2017-03-12,Perth Airport,mediterraneen
60265,2017-03-14,Perth Airport,mediterraneen
60274,2017-03-25,Perth Airport,mediterraneen
60313,2017-05-04,Perth Airport,mediterraneen
60316,2017-05-08,Perth Airport,mediterraneen
60322,2017-05-14,Perth Airport,mediterraneen
60324,2017-05-18,Perth Airport,mediterraneen
60327,2017-05-25,Perth Airport,mediterraneen
60345,2017-06-13,Perth Airport,mediterraneen
60352,2017-06-21,Perth Airport,mediterraneen
60357,2008-07-04,Perth,mediterraneen
60358,2008-07-05,Perth,mediterraneen
60360,2008-07-08,Perth,mediterraneen
60389,2008-08-28,Perth,mediterraneen
60392,2008-08-31,Perth,mediterraneen
60394,2008-09-04,Perth,mediterraneen
60403,2008-09-14,Perth,mediterraneen
60405,2008-09-16,Perth,mediterraneen
60407,2008-09-20,Perth,mediterraneen
60409,2008-09-24,Perth,mediterraneen
60412,2008-09-29,Perth,mediterraneen
60413,2008-10-01,Perth,mediterraneen
60434,2008-10-23,Perth,mediterraneen
60437,2008-10-28,Perth,mediterraneen
60442,2008-11-03,Perth,mediterraneen
60454,2008-11-19,Perth,mediterraneen
60456,2008-11-22,Perth,mediterraneen
60457,2008-11-24,Perth,mediterraneen
60458,2008-11-26,Perth,mediterraneen
60471,2008-12-09,Perth,mediterraneen
60480,2008-12-20,Perth,mediterraneen
60562,2009-03-20,Perth,mediterraneen
60563,2009-03-23,Perth,mediterraneen
60582,2009-04-13,Perth,mediterraneen
60614,2009-05-20,Perth,mediterraneen
60621,2009-06-01,Perth,mediterraneen
60626,2009-06-09,Perth,mediterraneen
60627,2009-06-10,Perth,mediterraneen
60632,2009-06-18,Perth,mediterraneen
60633,2009-06-22,Perth,mediterraneen
60638,2009-07-05,Perth,mediterraneen
60643,2009-07-15,Perth,mediterraneen
60645,2009-07-24,Perth,mediterraneen
60655,2009-08-05,Perth,mediterraneen
60656,2009-08-07,Perth,mediterraneen
60657,2009-08-09,Perth,mediterraneen
60660,2009-08-18,Perth,mediterraneen
60664,2009-08-27,Perth,mediterraneen
60667,2009-08-31,Perth,mediterraneen
60668,2009-09-01,Perth,mediterraneen
60670,2009-09-04,Perth,mediterraneen
60672,2009-09-07,Perth,mediterraneen
60676,2009-09-14,Perth,mediterraneen
60678,2009-09-17,Perth,mediterraneen
60679,2009-09-19,Perth,mediterraneen
60685,2009-09-27,Perth,mediterraneen
60686,2009-09-28,Perth,mediterraneen
60696,2009-10-10,Perth,mediterraneen
60710,2009-10-26,Perth,mediterraneen
60727,2009-11-12,Perth,mediterraneen
60731,2009-11-17,Perth,mediterraneen
60846,2010-03-22,Perth,mediterraneen
60866,2010-04-12,Perth,mediterraneen
60884,2010-05-12,Perth,mediterraneen
60892,2010-05-21,Perth,mediterraneen
60894,2010-05-26,Perth,mediterraneen
60908,2010-06-13,Perth,mediterraneen
60910,2010-06-18,Perth,mediterraneen
60912,2010-06-22,Perth,mediterraneen
60928,2010-07-16,Perth,mediterraneen
60935,2010-07-25,Perth,mediterraneen
60936,2010-07-30,Perth,mediterraneen
60947,2010-08-17,Perth,mediterraneen
60950,2010-08-21,Perth,mediterraneen
60960,2010-09-03,Perth,mediterraneen
60965,2010-09-11,Perth,mediterraneen
60992,2010-10-09,Perth,mediterraneen
61002,2010-10-20,Perth,mediterraneen
61008,2010-10-27,Perth,mediterraneen
61018,2010-11-10,Perth,mediterraneen
61038,2010-12-05,Perth,mediterraneen
61051,2010-12-19,Perth,mediterraneen
61077,2011-01-22,Perth,mediterraneen
61084,2011-01-29,Perth,mediterraneen
61156,2011-05-16,Perth,mediterraneen
61157,2011-05-19,Perth,mediterraneen
61163,2011-05-29,Perth,mediterraneen
61174,2011-06-13,Perth,mediterraneen
61176,2011-06-18,Perth,mediterraneen
61181,2011-06-27,Perth,mediterraneen
61185,2011-07-10,Perth,mediterraneen
61187,2011-07-14,Perth,mediterraneen
61196,2011-08-06,Perth,mediterraneen
61197,2011-08-08,Perth,mediterraneen
61206,2011-08-23,Perth,mediterraneen
61212,2011-08-30,Perth,mediterraneen
61213,2011-09-01,Perth,mediterraneen
61227,2011-09-25,Perth,mediterraneen
61245,2011-10-17,Perth,mediterraneen
61249,2011-10-22,Perth,mediterraneen
61250,2011-10-24,Perth,mediterraneen
61251,2011-10-26,Perth,mediterraneen
61257,2011-11-02,Perth,mediterraneen
61258,2011-11-05,Perth,mediterraneen
61267,2011-11-17,Perth,mediterraneen
61284,2011-12-05,Perth,mediterraneen
61289,2011-12-12,Perth,mediterraneen
61310,2012-01-03,Perth,mediterraneen
61326,2012-01-20,Perth,mediterraneen
61333,2012-02-01,Perth,mediterraneen
61391,2012-04-02,Perth,mediterraneen
61392,2012-04-04,Perth,mediterraneen
61411,2012-04-28,Perth,mediterraneen
61414,2012-05-03,Perth,mediterraneen
61415,2012-05-09,Perth,mediterraneen
61436,2012-05-31,Perth,mediterraneen
61442,2012-06-09,Perth,mediterraneen
61443,2012-06-18,Perth,mediterraneen
61447,2012-06-26,Perth,mediterraneen
61454,2012-07-06,Perth,mediterraneen
61456,2012-07-09,Perth,mediterraneen
61459,2012-07-15,Perth,mediterraneen
61472,2012-07-30,Perth,mediterraneen
61480,2012-08-14,Perth,mediterraneen
61485,2012-08-20,Perth,mediterraneen
61490,2012-08-31,Perth,mediterraneen
61505,2012-09-17,Perth,mediterraneen
61506,2012-09-19,Perth,mediterraneen
61509,2012-09-24,Perth,mediterraneen
61513,2012-10-02,Perth,mediterraneen
61523,2012-10-13,Perth,mediterraneen
61529,2012-10-21,Perth,mediterraneen
61540,2012-11-03,Perth,mediterraneen
61545,2012-11-10,Perth,mediterraneen
61562,2012-11-27,Perth,mediterraneen
61569,2013-01-06,Perth,mediterraneen
61575,2013-01-13,Perth,mediterraneen
61603,2013-03-10,Perth,mediterraneen
61616,2013-03-25,Perth,mediterraneen
61635,2013-04-18,Perth,mediterraneen
61637,2013-04-21,Perth,mediterraneen
61646,2013-05-01,Perth,mediterraneen
61650,2013-05-07,Perth,mediterraneen
61655,2013-05-16,Perth,mediterraneen
61657,2013-05-19,Perth,mediterraneen
61664,2013-05-27,Perth,mediterraneen
61668,2013-06-04,Perth,mediterraneen
61677,2013-06-16,Perth,mediterraneen
61689,2013-07-02,Perth,mediterraneen
61695,2013-07-09,Perth,mediterraneen
61697,2013-07-13,Perth,mediterraneen
61699,2013-07-15,Perth,mediterraneen
61703,2013-07-23,Perth,mediterraneen
61705,2013-07-30,Perth,mediterraneen
61710,2013-08-10,Perth,mediterraneen
61712,2013-08-13,Perth,mediterraneen
61721,2013-08-25,Perth,mediterraneen
61722,2013-08-29,Perth,mediterraneen
61727,2013-09-06,Perth,mediterraneen
61731,2013-09-13,Perth,mediterraneen
61734,2013-09-21,Perth,mediterraneen
61736,2013-09-26,Perth,mediterraneen
61742,2013-10-04,Perth,mediterraneen
61745,2013-10-08,Perth,mediterraneen
61747,2013-10-11,Perth,mediterraneen
61907,2014-03-29,Perth,mediterraneen
61934,2014-04-26,Perth,mediterraneen
61940,2014-05-04,Perth,mediterraneen
61942,2014-05-06,Perth,mediterraneen
61952,2014-05-19,Perth,mediterraneen
61954,2014-05-27,Perth,mediterraneen
61957,2014-06-01,Perth,mediterraneen
61964,2014-06-09,Perth,mediterraneen
61974,2014-06-26,Perth,mediterraneen
61978,2014-07-01,Perth,mediterraneen
61979,2014-07-04,Perth,mediterraneen
61984,2014-07-13,Perth,mediterraneen
61988,2014-07-19,Perth,mediterraneen
61991,2014-07-30,Perth,mediterraneen
61998,2014-08-06,Perth,mediterraneen
62008,2014-08-17,Perth,mediterraneen
62009,2014-08-20,Perth,mediterraneen
62021,2014-09-05,Perth,mediterraneen
62023,2014-09-10,Perth,mediterraneen
62037,2014-09-26,Perth,mediterraneen
62042,2014-10-04,Perth,mediterraneen
62044,2014-10-08,Perth,mediterraneen
62053,2014-10-18,Perth,mediterraneen
62055,2014-10-22,Perth,mediterraneen
62069,2014-11-06,Perth,mediterraneen
62071,2014-11-09,Perth,mediterraneen
62072,2014-11-10,Perth,mediterraneen
62082,2014-11-20,Perth,mediterraneen
62087,2014-11-26,Perth,mediterraneen
62148,2015-01-28,Perth,mediterraneen
62150,2015-02-01,Perth,mediterraneen
62188,2015-03-13,Perth,mediterraneen
62190,2015-03-17,Perth,mediterraneen
62198,2015-03-26,Perth,mediterraneen
62208,2015-04-06,Perth,mediterraneen
62209,2015-04-11,Perth,mediterraneen
62230,2015-05-03,Perth,mediterraneen
62239,2015-05-15,Perth,mediterraneen
62251,2015-06-01,Perth,mediterraneen
62263,2015-06-17,Perth,mediterraneen
62272,2015-07-02,Perth,mediterraneen
62273,2015-07-04,Perth,mediterraneen
62274,2015-07-05,Perth,mediterraneen
62275,2015-07-09,Perth,mediterraneen
62285,2015-07-19,Perth,mediterraneen
62286,2015-07-22,Perth,mediterraneen
62299,2015-08-07,Perth,mediterraneen
62304,2015-08-16,Perth,mediterraneen
62311,2015-08-28,Perth,mediterraneen
62321,2015-09-14,Perth,mediterraneen
62341,2015-10-04,Perth,mediterraneen
62351,2015-10-14,Perth,mediterraneen
62355,2015-10-18,Perth,mediterraneen
62363,2015-10-27,Perth,mediterraneen
62365,2015-10-30,Perth,mediterraneen
62366,2015-11-01,Perth,mediterraneen
62381,2015-11-17,Perth,mediterraneen
62382,2015-11-18,Perth,mediterraneen
62395,2015-12-04,Perth,mediterraneen
62433,2016-01-17,Perth,mediterraneen
62439,2016-01-24,Perth,mediterraneen
62489,2016-03-19,Perth,mediterraneen
62495,2016-03-25,Perth,mediterraneen
62508,2016-04-09,Perth,mediterraneen
62512,2016-04-16,Perth,mediterraneen
62513,2016-04-17,Perth,mediterraneen
62518,2016-04-27,Perth,mediterraneen
62519,2016-04-28,Perth,mediterraneen
62520,2016-04-29,Perth,mediterraneen
62531,2016-05-13,Perth,mediterraneen
62532,2016-05-15,Perth,mediterraneen
62533,2016-05-17,Perth,mediterraneen
62535,2016-05-20,Perth,mediterraneen
62536,2016-05-27,Perth,mediterraneen
62542,2016-06-03,Perth,mediterraneen
62545,2016-06-09,Perth,mediterraneen
62546,2016-06-10,Perth,mediterraneen
62548,2016-06-12,Perth,mediterraneen
62552,2016-06-19,Perth,mediterraneen
62553,2016-06-24,Perth,mediterraneen
62563,2016-07-07,Perth,mediterraneen
62570,2016-07-20,Perth,mediterraneen
62571,2016-07-23,Perth,mediterraneen
62576,2016-07-29,Perth,mediterraneen
62577,2016-07-30,Perth,mediterraneen
62580,2016-08-03,Perth,mediterraneen
62581,2016-08-06,Perth,mediterraneen
62582,2016-08-11,Perth,mediterraneen
62585,2016-08-15,Perth,mediterraneen
62587,2016-08-19,Perth,mediterraneen
62592,2016-08-26,Perth,mediterraneen
62594,2016-08-30,Perth,mediterraneen
62600,2016-09-06,Perth,mediterraneen
62607,2016-09-15,Perth,mediterraneen
62612,2016-09-22,Perth,mediterraneen
62613,2016-09-24,Perth,mediterraneen
62614,2016-09-26,Perth,mediterraneen
62616,2016-09-30,Perth,mediterraneen
62620,2016-10-06,Perth,mediterraneen
62621,2016-10-07,Perth,mediterraneen
