,raintomorrow,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
119034,1.0,,,,,,,,,,,,,,,,,
119036,0.0,,,,,,,,,,,,,,,,,
119037,0.0,,,,,,,,,,,,,,,,,
119038,0.0,,,,,,,,,,,,,,,,,
119039,0.0,,,,,,,,,,,,,,,,,
119040,0.0,,,,,,,,,,,,,,,,,
119041,0.0,,,,,,,,,,,,,,,,,
119042,0.0,,,,,,,,,,,,,,,,,
119043,0.0,,,,,,,,,,,,,,,,,
119044,0.0,,,,,,,,,,,,,,,,,
119045,0.0,,,,,,,,,,,,,,,,,
119046,0.0,,,,,,,,,,,,,,,,,
119047,0.0,,,,,,,,,,,,,,,,,
119048,0.0,,,,,,,,,,,,,,,,,
119049,0.0,,,,,,,,,,,,,,,,,
119050,0.0,,,,,,,,,,,,,,,,,
119051,0.0,,,,,,,,,,,,,,,,,
119052,0.0,,,,,,,,,,,,,,,,,
119053,0.0,,,,,,,,,,,,,,,,,
119054,0.0,,,,,,,,,,,,,,,,,
119055,0.0,,,,,,,,,,,,,,,,,
119056,0.0,,,,,,,,,,,,,,,,,
119057,0.0,,,,,,,,,,,,,,,,,
119058,0.0,,,,,,,,,,,,,,,,,
119059,0.0,,,,,,,,,,,,,,,,,
119060,0.0,,,,,,,,,,,,,,,,,
119061,0.0,,,,,,,,,,,,,,,,,
119062,0.0,,,,,,,,,,,,,,,,,
119063,1.0,,,,,,,,,,,,,,,,,
119064,0.0,,,,,,,,,,,,,,,,,
119065,0.0,,,,,,,,,,,,,,,,,
119066,0.0,,,,,,,,,,,,,,,,,
119067,0.0,,,,,,,,,,,,,,,,,
119068,0.0,,,,,,,,,,,,,,,,,
119069,1.0,,,,,,,,,,,,,,,,,
119071,0.0,,,,,,,,,,,,,,,,,
119072,0.0,,,,,,,,,,,,,,,,,
119075,0.0,,,,,,,,,,,,,,,,,
119076,0.0,,,,,,,,,,,,,,,,,
119077,0.0,,,,,,,,,,,,,,,,,
119078,0.0,,,,,,,,,,,,,,,,,
119079,0.0,,,,,,,,,,,,,,,,,
119080,0.0,,,,,,,,,,,,,,,,,
119081,0.0,,,,,,,,,,,,,,,,,
119082,0.0,,,,,,,,,,,,,,,,,
119083,0.0,,,,,,,,,,,,,,,,,
119084,1.0,,,,,,,,,,,,,,,,,
119086,0.0,,,,,,,,,,,,,,,,,
119087,0.0,,,,,,,,,,,,,,,,,
119088,0.0,,,,,,,,,,,,,,,,,
119089,0.0,,,,,,,,,,,,,,,,,
119090,0.0,,,,,,,,,,,,,,,,,
119091,0.0,,,,,,,,,,,,,,,,,
119092,0.0,,,,,,,,,,,,,,,,,
119093,0.0,,,,,,,,,,,,,,,,,
119094,0.0,,,,,,,,,,,,,,,,,
119095,0.0,,,,,,,,,,,,,,,,,
119096,0.0,,,,,,,,,,,,,,,,,
119097,0.0,,,,,,,,,,,,,,,,,
119098,0.0,,,,,,,,,,,,,,,,,
119099,0.0,,,,,,,,,,,,,,,,,
119100,0.0,,,,,,,,,,,,,,,,,
119101,0.0,,,,,,,,,,,,,,,,,
119102,1.0,,,,,,,,,,,,,,,,,
119103,0.0,,,,,,,,,,,,,,,,,
119104,0.0,,,,,,,,,,,,,,,,,
119105,0.0,,,,,,,,,,,,,,,,,
119106,0.0,,,,,,,,,,,,,,,,,
119107,0.0,,,,,,,,,,,,,,,,,
119108,0.0,,,,,,,,,,,,,,,,,
119109,0.0,,,,,,,,,,,,,,,,,
119110,0.0,,,,,,,,,,,,,,,,,
119111,1.0,,,,,,,,,,,,,,,,,
119113,0.0,,,,,,,,,,,,,,,,,
119114,0.0,,,,,,,,,,,,,,,,,
119115,0.0,,,,,,,,,,,,,,,,,
119117,0.0,,,,,,,,,,,,,,,,,
119118,0.0,,,,,,,,,,,,,,,,,
119119,0.0,,,,,,,,,,,,,,,,,
119120,0.0,,,,,,,,,,,,,,,,,
119121,1.0,,,,,,,,,,,,,,,,,
119124,0.0,,,,,,,,,,,,,,,,,
119125,0.0,,,,,,,,,,,,,,,,,
119126,0.0,,,,,,,,,,,,,,,,,
119127,1.0,,,,,,,,,,,,,,,,,
119132,0.0,,,,,,,,,,,,,,,,,
119133,0.0,,,,,,,,,,,,,,,,,
119134,0.0,,,,,,,,,,,,,,,,,
119135,0.0,,,,,,,,,,,,,,,,,
119136,1.0,,,,,,,,,,,,,,,,,
119138,0.0,,,,,,,,,,,,,,,,,
119139,1.0,,,,,,,,,,,,,,,,,
119142,0.0,,,,,,,,,,,,,,,,,
119143,0.0,,,,,,,,,,,,,,,,,
119144,0.0,,,,,,,,,,,,,,,,,
119145,0.0,,,,,,,,,,,,,,,,,
119146,0.0,,,,,,,,,,,,,,,,,
119147,1.0,,,,,,,,,,,,,,,,,
119151,0.0,,,,,,,,,,,,,,,,,
119152,0.0,,,,,,,,,,,,,,,,,
119153,0.0,,,,,,,,,,,,,,,,,
119154,0.0,,,,,,,,,,,,,,,,,
119155,0.0,,,,,,,,,,,,,,,,,
119156,0.0,,,,,,,,,,,,,,,,,
119157,0.0,,,,,,,,,,,,,,,,,
119158,0.0,,,,,,,,,,,,,,,,,
119159,0.0,,,,,,,,,,,,,,,,,
119160,1.0,,,,,,,,,,,,,,,,,
119162,0.0,,,,,,,,,,,,,,,,,
119163,0.0,,,,,,,,,,,,,,,,,
119164,0.0,,,,,,,,,,,,,,,,,
119165,0.0,,,,,,,,,,,,,,,,,
119166,0.0,,,,,,,,,,,,,,,,,
119169,0.0,,,,,,,,,,,,,,,,,
119172,0.0,,,,,,,,,,,,,,,,,
119173,0.0,,,,,,,,,,,,,,,,,
119174,1.0,,,,,,,,,,,,,,,,,
119177,0.0,,,,,,,,,,,,,,,,,
119178,0.0,,,,,,,,,,,,,,,,,
119179,0.0,,,,,,,,,,,,,,,,,
119180,0.0,,,,,,,,,,,,,,,,,
119181,0.0,,,,,,,,,,,,,,,,,
119182,0.0,,,,,,,,,,,,,,,,,
119183,1.0,,,,,,,,,,,,,,,,,
119185,0.0,,,,,,,,,,,,,,,,,
119186,0.0,,,,,,,,,,,,,,,,,
119187,0.0,,,,,,,,,,,,,,,,,
119188,0.0,,,,,,,,,,,,,,,,,
119189,0.0,,,,,,,,,,,,,,,,,
119190,1.0,,,,,,,,,,,,,,,,,
119192,1.0,,,,,,,,,,,,,,,,,
119194,0.0,,,,,,,,,,,,,,,,,
119195,0.0,,,,,,,,,,,,,,,,,
119196,1.0,,,,,,,,,,,,,,,,,
119200,0.0,,,,,,,,,,,,,,,,,
119201,0.0,,,,,,,,,,,,,,,,,
119203,0.0,,,,,,,,,,,,,,,,,
119204,1.0,,,,,,,,,,,,,,,,,
119210,0.0,,,,,,,,,,,,,,,,,
119211,1.0,,,,,,,,,,,,,,,,,
119213,0.0,,,,,,,,,,,,,,,,,
119214,0.0,,,,,,,,,,,,,,,,,
119215,0.0,,,,,,,,,,,,,,,,,
119216,1.0,,,,,,,,,,,,,,,,,
119224,0.0,,,,,,,,,,,,,,,,,
119225,1.0,,,,,,,,,,,,,,,,,
119230,0.0,,,,,,,,,,,,,,,,,
119231,0.0,,,,,,,,,,,,,,,,,
119232,0.0,,,,,,,,,,,,,,,,,
119235,0.0,,,,,,,,,,,,,,,,,
119236,0.0,,,,,,,,,,,,,,,,,
119237,1.0,,,,,,,,,,,,,,,,,
119239,1.0,,,,,,,,,,,,,,,,,
119241,1.0,,,,,,,,,,,,,,,,,
119244,0.0,,,,,,,,,,,,,,,,,
119245,0.0,,,,,,,,,,,,,,,,,
119246,1.0,,,,,,,,,,,,,,,,,
119248,0.0,,,,,,,,,,,,,,,,,
119249,1.0,,,,,,,,,,,,,,,,,
119252,0.0,,,,,,,,,,,,,,,,,
119253,1.0,,,,,,,,,,,,,,,,,
119256,1.0,,,,,,,,,,,,,,,,,
119261,1.0,,,,,,,,,,,,,,,,,
119263,1.0,,,,,,,,,,,,,,,,,
119264,1.0,,,,,,,,,,,,,,,,,
119268,0.0,,,,,,,,,,,,,,,,,
119269,1.0,,,,,,,,,,,,,,,,,
119271,0.0,,,,,,,,,,,,,,,,,
119272,1.0,,,,,,,,,,,,,,,,,
119274,0.0,,,,,,,,,,,,,,,,,
119275,0.0,,,,,,,,,,,,,,,,,
119276,0.0,,,,,,,,,,,,,,,,,
119277,0.0,,,,,,,,,,,,,,,,,
119278,0.0,,,,,,,,,,,,,,,,,
119279,0.0,,,,,,,,,,,,,,,,,
119280,0.0,,,,,,,,,,,,,,,,,
119281,1.0,,,,,,,,,,,,,,,,,
119283,0.0,,,,,,,,,,,,,,,,,
119284,1.0,,,,,,,,,,,,,,,,,
119285,0.0,,,,,,,,,,,,,,,,,
119286,0.0,,,,,,,,,,,,,,,,,
119287,0.0,,,,,,,,,,,,,,,,,
119288,1.0,,,,,,,,,,,,,,,,,
119289,0.0,,,,,,,,,,,,,,,,,
119290,0.0,,,,,,,,,,,,,,,,,
119291,0.0,,,,,,,,,,,,,,,,,
119292,1.0,,,,,,,,,,,,,,,,,
119294,0.0,,,,,,,,,,,,,,,,,
119295,0.0,,,,,,,,,,,,,,,,,
119298,0.0,,,,,,,,,,,,,,,,,
119299,0.0,,,,,,,,,,,,,,,,,
119300,0.0,,,,,,,,,,,,,,,,,
119301,0.0,,,,,,,,,,,,,,,,,
119302,0.0,,,,,,,,,,,,,,,,,
119303,0.0,,,,,,,,,,,,,,,,,
119304,0.0,,,,,,,,,,,,,,,,,
119305,0.0,,,,,,,,,,,,,,,,,
119306,0.0,,,,,,,,,,,,,,,,,
119307,0.0,,,,,,,,,,,,,,,,,
119308,0.0,,,,,,,,,,,,,,,,,
119309,0.0,,,,,,,,,,,,,,,,,
119310,0.0,,,,,,,,,,,,,,,,,
119311,0.0,,,,,,,,,,,,,,,,,
119312,0.0,,,,,,,,,,,,,,,,,
119313,0.0,,,,,,,,,,,,,,,,,
119315,0.0,,,,,,,,,,,,,,,,,
119316,0.0,,,,,,,,,,,,,,,,,
119317,0.0,,,,,,,,,,,,,,,,,
119318,0.0,,,,,,,,,,,,,,,,,
119319,0.0,,,,,,,,,,,,,,,,,
119320,0.0,,,,,,,,,,,,,,,,,
119321,0.0,,,,,,,,,,,,,,,,,
119322,0.0,,,,,,,,,,,,,,,,,
119325,0.0,,,,,,,,,,,,,,,,,
119326,0.0,,,,,,,,,,,,,,,,,
119327,0.0,,,,,,,,,,,,,,,,,
119328,0.0,,,,,,,,,,,,,,,,,
119329,0.0,,,,,,,,,,,,,,,,,
119330,0.0,,,,,,,,,,,,,,,,,
119331,0.0,,,,,,,,,,,,,,,,,
119332,0.0,,,,,,,,,,,,,,,,,
119333,1.0,,,,,,,,,,,,,,,,,
119335,0.0,,,,,,,,,,,,,,,,,
119336,0.0,,,,,,,,,,,,,,,,,
119337,0.0,,,,,,,,,,,,,,,,,
119338,0.0,,,,,,,,,,,,,,,,,
119340,0.0,,,,,,,,,,,,,,,,,
119341,0.0,,,,,,,,,,,,,,,,,
119342,0.0,,,,,,,,,,,,,,,,,
119343,0.0,,,,,,,,,,,,,,,,,
119344,0.0,,,,,,,,,,,,,,,,,
119345,0.0,,,,,,,,,,,,,,,,,
119346,0.0,,,,,,,,,,,,,,,,,
119347,0.0,,,,,,,,,,,,,,,,,
119348,0.0,,,,,,,,,,,,,,,,,
119349,0.0,,,,,,,,,,,,,,,,,
119351,0.0,,,,,,,,,,,,,,,,,
119352,0.0,,,,,,,,,,,,,,,,,
119353,0.0,,,,,,,,,,,,,,,,,
119354,0.0,,,,,,,,,,,,,,,,,
119355,0.0,,,,,,,,,,,,,,,,,
119356,0.0,,,,,,,,,,,,,,,,,
119357,0.0,,,,,,,,,,,,,,,,,
119358,0.0,,,,,,,,,,,,,,,,,
119359,0.0,,,,,,,,,,,,,,,,,
119360,0.0,,,,,,,,,,,,,,,,,
119361,0.0,,,,,,,,,,,,,,,,,
119362,0.0,,,,,,,,,,,,,,,,,
119363,0.0,,,,,,,,,,,,,,,,,
119364,0.0,,,,,,,,,,,,,,,,,
119365,0.0,,,,,,,,,,,,,,,,,
119366,0.0,,,,,,,,,,,,,,,,,
119367,0.0,,,,,,,,,,,,,,,,,
119368,0.0,,,,,,,,,,,,,,,,,
119369,0.0,,,,,,,,,,,,,,,,,
119370,0.0,,,,,,,,,,,,,,,,,
119371,0.0,,,,,,,,,,,,,,,,,
119372,0.0,,,,,,,,,,,,,,,,,
119373,0.0,,,,,,,,,,,,,,,,,
119374,0.0,,,,,,,,,,,,,,,,,
119375,0.0,,,,,,,,,,,,,,,,,
119376,0.0,,,,,,,,,,,,,,,,,
119378,0.0,,,,,,,,,,,,,,,,,
119379,0.0,,,,,,,,,,,,,,,,,
119380,0.0,,,,,,,,,,,,,,,,,
119381,0.0,,,,,,,,,,,,,,,,,
119382,0.0,,,,,,,,,,,,,,,,,
119383,0.0,,,,,,,,,,,,,,,,,
119384,0.0,,,,,,,,,,,,,,,,,
119385,0.0,,,,,,,,,,,,,,,,,
119387,0.0,,,,,,,,,,,,,,,,,
119388,0.0,,,,,,,,,,,,,,,,,
119389,0.0,,,,,,,,,,,,,,,,,
119390,0.0,,,,,,,,,,,,,,,,,
119391,0.0,,,,,,,,,,,,,,,,,
119392,0.0,,,,,,,,,,,,,,,,,
119393,0.0,,,,,,,,,,,,,,,,,
119394,0.0,,,,,,,,,,,,,,,,,
119395,0.0,,,,,,,,,,,,,,,,,
119396,0.0,,,,,,,,,,,,,,,,,
119397,0.0,,,,,,,,,,,,,,,,,
119398,0.0,,,,,,,,,,,,,,,,,
119400,0.0,,,,,,,,,,,,,,,,,
119401,0.0,,,,,,,,,,,,,,,,,
119402,0.0,,,,,,,,,,,,,,,,,
119403,0.0,,,,,,,,,,,,,,,,,
119404,0.0,,,,,,,,,,,,,,,,,
119405,0.0,,,,,,,,,,,,,,,,,
119406,0.0,,,,,,,,,,,,,,,,,
119407,0.0,,,,,,,,,,,,,,,,,
119408,0.0,,,,,,,,,,,,,,,,,
119409,0.0,,,,,,,,,,,,,,,,,
119410,0.0,,,,,,,,,,,,,,,,,
119411,0.0,,,,,,,,,,,,,,,,,
119412,0.0,,,,,,,,,,,,,,,,,
119413,0.0,,,,,,,,,,,,,,,,,
119414,0.0,,,,,,,,,,,,,,,,,
119415,0.0,,,,,,,,,,,,,,,,,
119416,0.0,,,,,,,,,,,,,,,,,
119418,0.0,,,,,,,,,,,,,,,,,
119419,0.0,,,,,,,,,,,,,,,,,
119420,0.0,,,,,,,,,,,,,,,,,
119421,0.0,,,,,,,,,,,,,,,,,
119422,0.0,,,,,,,,,,,,,,,,,
119423,0.0,,,,,,,,,,,,,,,,,
119424,0.0,,,,,,,,,,,,,,,,,
119427,0.0,,,,,,,,,,,,,,,,,
119428,0.0,,,,,,,,,,,,,,,,,
119429,0.0,,,,,,,,,,,,,,,,,
119430,0.0,,,,,,,,,,,,,,,,,
119431,0.0,,,,,,,,,,,,,,,,,
119432,0.0,,,,,,,,,,,,,,,,,
119433,0.0,,,,,,,,,,,,,,,,,
119434,0.0,,,,,,,,,,,,,,,,,
119435,0.0,,,,,,,,,,,,,,,,,
119436,0.0,,,,,,,,,,,,,,,,,
119437,0.0,,,,,,,,,,,,,,,,,
119438,0.0,,,,,,,,,,,,,,,,,
119439,0.0,,,,,,,,,,,,,,,,,
119440,0.0,,,,,,,,,,,,,,,,,
119441,0.0,,,,,,,,,,,,,,,,,
119442,0.0,,,,,,,,,,,,,,,,,
119443,0.0,,,,,,,,,,,,,,,,,
119444,0.0,,,,,,,,,,,,,,,,,
119445,0.0,,,,,,,,,,,,,,,,,
119446,0.0,,,,,,,,,,,,,,,,,
119448,0.0,,,,,,,,,,,,,,,,,
119449,0.0,,,,,,,,,,,,,,,,,
119450,0.0,,,,,,,,,,,,,,,,,
119451,0.0,,,,,,,,,,,,,,,,,
119452,0.0,,,,,,,,,,,,,,,,,
119453,1.0,,,,,,,,,,,,,,,,,
119455,0.0,,,,,,,,,,,,,,,,,
119456,0.0,,,,,,,,,,,,,,,,,
119457,0.0,,,,,,,,,,,,,,,,,
119458,0.0,,,,,,,,,,,,,,,,,
119459,0.0,,,,,,,,,,,,,,,,,
119460,0.0,,,,,,,,,,,,,,,,,
119461,0.0,,,,,,,,,,,,,,,,,
119462,0.0,,,,,,,,,,,,,,,,,
119463,0.0,,,,,,,,,,,,,,,,,
119464,0.0,,,,,,,,,,,,,,,,,
119465,0.0,,,,,,,,,,,,,,,,,
119466,0.0,,,,,,,,,,,,,,,,,
119467,0.0,,,,,,,,,,,,,,,,,
119468,0.0,,,,,,,,,,,,,,,,,
119469,0.0,,,,,,,,,,,,,,,,,
119470,0.0,,,,,,,,,,,,,,,,,
119471,0.0,,,,,,,,,,,,,,,,,
119472,0.0,,,,,,,,,,,,,,,,,
119473,0.0,,,,,,,,,,,,,,,,,
119474,0.0,,,,,,,,,,,,,,,,,
119475,0.0,,,,,,,,,,,,,,,,,
119476,0.0,,,,,,,,,,,,,,,,,
119477,0.0,,,,,,,,,,,,,,,,,
119478,0.0,,,,,,,,,,,,,,,,,
119479,0.0,,,,,,,,,,,,,,,,,
119480,0.0,,,,,,,,,,,,,,,,,
119481,1.0,,,,,,,,,,,,,,,,,
119484,0.0,,,,,,,,,,,,,,,,,
119485,0.0,,,,,,,,,,,,,,,,,
119486,0.0,,,,,,,,,,,,,,,,,
119487,0.0,,,,,,,,,,,,,,,,,
119488,0.0,,,,,,,,,,,,,,,,,
119489,1.0,,,,,,,,,,,,,,,,,
119490,0.0,,,,,,,,,,,,,,,,,
119491,1.0,,,,,,,,,,,,,,,,,
119497,1.0,,,,,,,,,,,,,,,,,
119499,0.0,,,,,,,,,,,,,,,,,
119500,0.0,,,,,,,,,,,,,,,,,
119501,0.0,,,,,,,,,,,,,,,,,
119502,0.0,,,,,,,,,,,,,,,,,
119503,0.0,,,,,,,,,,,,,,,,,
119504,1.0,,,,,,,,,,,,,,,,,
119507,1.0,,,,,,,,,,,,,,,,,
119510,1.0,,,,,,,,,,,,,,,,,
119512,1.0,,,,,,,,,,,,,,,,,
119514,0.0,,,,,,,,,,,,,,,,,
119515,0.0,,,,,,,,,,,,,,,,,
119516,1.0,,,,,,,,,,,,,,,,,
119517,1.0,,,,,,,,,,,,,,,,,
119518,0.0,,,,,,,,,,,,,,,,,
119519,0.0,,,,,,,,,,,,,,,,,
119520,0.0,,,,,,,,,,,,,,,,,
119521,0.0,,,,,,,,,,,,,,,,,
119522,0.0,,,,,,,,,,,,,,,,,
119523,0.0,,,,,,,,,,,,,,,,,
119524,0.0,,,,,,,,,,,,,,,,,
119525,1.0,,,,,,,,,,,,,,,,,
119527,0.0,,,,,,,,,,,,,,,,,
119528,0.0,,,,,,,,,,,,,,,,,
119530,0.0,,,,,,,,,,,,,,,,,
119531,0.0,,,,,,,,,,,,,,,,,
119532,0.0,,,,,,,,,,,,,,,,,
119533,1.0,,,,,,,,,,,,,,,,,
119537,1.0,,,,,,,,,,,,,,,,,
119539,0.0,,,,,,,,,,,,,,,,,
119540,0.0,,,,,,,,,,,,,,,,,
119541,0.0,,,,,,,,,,,,,,,,,
119542,1.0,,,,,,,,,,,,,,,,,
119543,0.0,,,,,,,,,,,,,,,,,
119545,0.0,,,,,,,,,,,,,,,,,
119546,0.0,,,,,,,,,,,,,,,,,
119547,1.0,,,,,,,,,,,,,,,,,
119550,1.0,,,,,,,,,,,,,,,,,
119555,0.0,,,,,,,,,,,,,,,,,
119556,0.0,,,,,,,,,,,,,,,,,
119557,0.0,,,,,,,,,,,,,,,,,
119558,0.0,,,,,,,,,,,,,,,,,
119559,1.0,,,,,,,,,,,,,,,,,
119562,0.0,,,,,,,,,,,,,,,,,
119563,0.0,,,,,,,,,,,,,,,,,
119564,0.0,,,,,,,,,,,,,,,,,
119565,1.0,,,,,,,,,,,,,,,,,
119567,1.0,,,,,,,,,,,,,,,,,
119571,1.0,,,,,,,,,,,,,,,,,
119575,0.0,,,,,,,,,,,,,,,,,
119576,0.0,,,,,,,,,,,,,,,,,
119577,0.0,,,,,,,,,,,,,,,,,
119578,0.0,,,,,,,,,,,,,,,,,
119579,0.0,,,,,,,,,,,,,,,,,
119580,0.0,,,,,,,,,,,,,,,,,
119581,0.0,,,,,,,,,,,,,,,,,
119582,0.0,,,,,,,,,,,,,,,,,
119585,0.0,,,,,,,,,,,,,,,,,
119586,0.0,,,,,,,,,,,,,,,,,
119587,0.0,,,,,,,,,,,,,,,,,
119589,0.0,,,,,,,,,,,,,,,,,
119590,0.0,,,,,,,,,,,,,,,,,
119591,0.0,,,,,,,,,,,,,,,,,
119592,0.0,,,,,,,,,,,,,,,,,
119593,0.0,,,,,,,,,,,,,,,,,
119594,1.0,,,,,,,,,,,,,,,,,
119597,1.0,,,,,,,,,,,,,,,,,
119600,0.0,,,,,,,,,,,,,,,,,
119601,0.0,,,,,,,,,,,,,,,,,
119602,0.0,,,,,,,,,,,,,,,,,
119603,0.0,,,,,,,,,,,,,,,,,
119604,0.0,,,,,,,,,,,,,,,,,
119605,0.0,,,,,,,,,,,,,,,,,
119606,1.0,,,,,,,,,,,,,,,,,
119608,0.0,,,,,,,,,,,,,,,,,
119609,0.0,,,,,,,,,,,,,,,,,
119610,0.0,,,,,,,,,,,,,,,,,
119611,0.0,,,,,,,,,,,,,,,,,
119612,0.0,,,,,,,,,,,,,,,,,
119613,1.0,,,,,,,,,,,,,,,,,
119618,0.0,,,,,,,,,,,,,,,,,
119619,0.0,,,,,,,,,,,,,,,,,
119620,0.0,,,,,,,,,,,,,,,,,
119621,0.0,,,,,,,,,,,,,,,,,
119622,0.0,,,,,,,,,,,,,,,,,
119623,0.0,,,,,,,,,,,,,,,,,
119624,0.0,,,,,,,,,,,,,,,,,
119625,0.0,,,,,,,,,,,,,,,,,
119626,0.0,,,,,,,,,,,,,,,,,
119627,0.0,,,,,,,,,,,,,,,,,
119628,0.0,,,,,,,,,,,,,,,,,
119631,0.0,,,,,,,,,,,,,,,,,
119632,0.0,,,,,,,,,,,,,,,,,
119633,0.0,,,,,,,,,,,,,,,,,
119634,1.0,,,,,,,,,,,,,,,,,
119638,0.0,,,,,,,,,,,,,,,,,
119639,0.0,,,,,,,,,,,,,,,,,
119640,0.0,,,,,,,,,,,,,,,,,
119641,0.0,,,,,,,,,,,,,,,,,
119642,1.0,,,,,,,,,,,,,,,,,
119645,0.0,,,,,,,,,,,,,,,,,
119646,1.0,,,,,,,,,,,,,,,,,
119648,0.0,,,,,,,,,,,,,,,,,
119649,0.0,,,,,,,,,,,,,,,,,
119650,0.0,,,,,,,,,,,,,,,,,
119651,0.0,,,,,,,,,,,,,,,,,
119652,0.0,,,,,,,,,,,,,,,,,
119653,0.0,,,,,,,,,,,,,,,,,
119654,0.0,,,,,,,,,,,,,,,,,
119655,1.0,,,,,,,,,,,,,,,,,
119656,1.0,,,,,,,,,,,,,,,,,
119659,0.0,,,,,,,,,,,,,,,,,
119660,1.0,,,,,,,,,,,,,,,,,
119662,0.0,,,,,,,,,,,,,,,,,
119663,0.0,,,,,,,,,,,,,,,,,
119664,0.0,,,,,,,,,,,,,,,,,
119665,0.0,,,,,,,,,,,,,,,,,
119666,0.0,,,,,,,,,,,,,,,,,
119667,0.0,,,,,,,,,,,,,,,,,
119668,0.0,,,,,,,,,,,,,,,,,
119669,0.0,,,,,,,,,,,,,,,,,
119670,0.0,,,,,,,,,,,,,,,,,
119671,0.0,,,,,,,,,,,,,,,,,
119672,0.0,,,,,,,,,,,,,,,,,
119673,0.0,,,,,,,,,,,,,,,,,
119674,0.0,,,,,,,,,,,,,,,,,
119675,1.0,,,,,,,,,,,,,,,,,
119677,0.0,,,,,,,,,,,,,,,,,
119678,0.0,,,,,,,,,,,,,,,,,
119679,0.0,,,,,,,,,,,,,,,,,
119680,0.0,,,,,,,,,,,,,,,,,
119681,0.0,,,,,,,,,,,,,,,,,
119682,0.0,,,,,,,,,,,,,,,,,
119683,0.0,,,,,,,,,,,,,,,,,
119684,0.0,,,,,,,,,,,,,,,,,
119685,0.0,,,,,,,,,,,,,,,,,
119686,0.0,,,,,,,,,,,,,,,,,
119687,0.0,,,,,,,,,,,,,,,,,
119688,0.0,,,,,,,,,,,,,,,,,
119689,1.0,,,,,,,,,,,,,,,,,
119691,0.0,,,,,,,,,,,,,,,,,
119692,0.0,,,,,,,,,,,,,,,,,
119693,0.0,,,,,,,,,,,,,,,,,
119694,0.0,,,,,,,,,,,,,,,,,
119698,0.0,,,,,,,,,,,,,,,,,
119699,0.0,,,,,,,,,,,,,,,,,
119700,0.0,,,,,,,,,,,,,,,,,
119701,0.0,,,,,,,,,,,,,,,,,
119702,0.0,,,,,,,,,,,,,,,,,
119703,0.0,,,,,,,,,,,,,,,,,
119704,0.0,,,,,,,,,,,,,,,,,
119705,0.0,,,,,,,,,,,,,,,,,
119706,0.0,,,,,,,,,,,,,,,,,
119707,0.0,,,,,,,,,,,,,,,,,
119708,0.0,,,,,,,,,,,,,,,,,
119709,0.0,,,,,,,,,,,,,,,,,
119710,0.0,,,,,,,,,,,,,,,,,
119711,0.0,,,,,,,,,,,,,,,,,
119712,0.0,,,,,,,,,,,,,,,,,
119713,0.0,,,,,,,,,,,,,,,,,
119714,0.0,,,,,,,,,,,,,,,,,
119715,0.0,,,,,,,,,,,,,,,,,
119716,0.0,,,,,,,,,,,,,,,,,
119717,0.0,,,,,,,,,,,,,,,,,
119718,0.0,,,,,,,,,,,,,,,,,
119719,0.0,,,,,,,,,,,,,,,,,
119720,0.0,,,,,,,,,,,,,,,,,
119721,0.0,,,,,,,,,,,,,,,,,
119723,0.0,,,,,,,,,,,,,,,,,
119724,0.0,,,,,,,,,,,,,,,,,
119725,0.0,,,,,,,,,,,,,,,,,
119726,0.0,,,,,,,,,,,,,,,,,
119727,0.0,,,,,,,,,,,,,,,,,
119728,0.0,,,,,,,,,,,,,,,,,
119730,0.0,,,,,,,,,,,,,,,,,
119731,0.0,,,,,,,,,,,,,,,,,
119732,0.0,,,,,,,,,,,,,,,,,
119733,0.0,,,,,,,,,,,,,,,,,
119734,0.0,,,,,,,,,,,,,,,,,
119735,0.0,,,,,,,,,,,,,,,,,
119736,0.0,,,,,,,,,,,,,,,,,
119737,0.0,,,,,,,,,,,,,,,,,
119738,0.0,,,,,,,,,,,,,,,,,
119739,0.0,,,,,,,,,,,,,,,,,
119741,0.0,,,,,,,,,,,,,,,,,
119742,0.0,,,,,,,,,,,,,,,,,
119743,0.0,,,,,,,,,,,,,,,,,
119744,0.0,,,,,,,,,,,,,,,,,
119745,0.0,,,,,,,,,,,,,,,,,
119746,0.0,,,,,,,,,,,,,,,,,
119747,0.0,,,,,,,,,,,,,,,,,
119748,0.0,,,,,,,,,,,,,,,,,
119749,0.0,,,,,,,,,,,,,,,,,
119750,0.0,,,,,,,,,,,,,,,,,
119752,0.0,,,,,,,,,,,,,,,,,
119753,0.0,,,,,,,,,,,,,,,,,
119754,0.0,,,,,,,,,,,,,,,,,
119755,0.0,,,,,,,,,,,,,,,,,
119756,0.0,,,,,,,,,,,,,,,,,
119757,0.0,,,,,,,,,,,,,,,,,
119758,0.0,,,,,,,,,,,,,,,,,
119759,0.0,,,,,,,,,,,,,,,,,
119760,0.0,,,,,,,,,,,,,,,,,
119761,0.0,,,,,,,,,,,,,,,,,
119762,1.0,,,,,,,,,,,,,,,,,
119766,0.0,,,,,,,,,,,,,,,,,
119767,0.0,,,,,,,,,,,,,,,,,
119768,0.0,,,,,,,,,,,,,,,,,
119769,0.0,,,,,,,,,,,,,,,,,
119770,0.0,,,,,,,,,,,,,,,,,
119771,0.0,,,,,,,,,,,,,,,,,
119772,0.0,,,,,,,,,,,,,,,,,
119773,0.0,,,,,,,,,,,,,,,,,
119774,0.0,,,,,,,,,,,,,,,,,
